po_id,supplier_id_x,product_id,warehouse,po_date,expected_date,received_date,ordered_qty,received_qty,unit_cost,po_status,lead_time_days,supplier_name,supplier_country,payment_terms,sku,product_name,category,standard_cost,selling_price,supplier_id_y,active_flag,fill_rate
5394,4,85,Salt Lake City,2026-01-20,2026-02-15,,189,0,118.78,Closed,,Blue Ridge,United States,Unknown,SKU-0085,Beauty Product 85,BEAUTY,139.02,163.57,4,Y,0.0
5395,4,144,Salt Lake City,2026-02-09,2026-02-19,2026-02-20,665,637,10.64,Closed,11.0,Blue Ridge,United States,Unknown,SKU-0144,Pet Product 144,Pet,10.05,194.56,4,N,0.9578947368421052
5396,6,86,Unknown,2026-03-29,2026-04-27,2026-05-01,396,359,113.03,Open,33.0,Evergreen Imports,Vietnam,Net 30,SKU-0086,Pet Product 86,Pet,129.87,81.83,6,Y,0.9065656565656566
5397,6,113,Unknown,2026-04-05,2026-05-09,2026-05-05,702,698,88.02,Closed,30.0,Evergreen Imports,Vietnam,Net 30,SKU-0113,Sports Product 113,sports,75.77,84.34,6,N,0.9943019943019944
5398,6,97,Draper,2026-02-24,2026-03-31,2026-04-15,293,288,7.61,Open,50.0,Evergreen Imports,Vietnam,Net 30,SKU-0097,Home Product 97, Home ,8.39,168.73,6,N,0.9829351535836176
5399,2,99,Draper,2026-02-10,2026-03-14,2026-03-10,330,318,27.07,Closed,28.0,Global Goods,United States,Net 60,SKU-0099,Electronics Product 99,ELECT,31.67,50.97,2,Y,0.9636363636363636
5400,3,146,Lehi,2026-01-20,2026-02-22,2026-02-21,457,444,182.49,Open,32.0,Primesource,Vietnam,Net 45,SKU-0146,Home Product 146, Home ,170.74,199.6,3,N,0.9715536105032824
5401,8,17,South Jordan,2026-01-12,2026-01-21,2026-01-31,825,815,38.02,Closed,19.0,Metro Logistics,United States,Net 60,SKU-0017,Office Product 17,OFFICE,43.38,299.3,8,Y,0.987878787878788
5402,1,30,West Valley,2025-12-22,2026-01-27,2026-02-01,651,621,49.69,Partial,41.0,Acme Supply,China,Net 60,SKU-0030,Beauty Product 30,BEA,43.54,35.23,1,N,0.9539170506912442
5403,3,148,West Valley,2026-04-23,2026-06-04,2026-06-22,358,325,111.88,Closed,60.0,Primesource,Vietnam,Net 45,SKU 0148,Beauty Product 148, Beauty ,101.47,124.32,3,Unknown,0.9078212290502792
5404,7,134,South Jordan,2026-02-11,2026-03-28,2026-03-30,251,221,22.44,Partial,47.0,Summit Trading,China,Net 30,SKU-0134,Pet Product 134, Pet ,19.08,26.36,7,N,0.8804780876494024
5405,4,85,Lehi,2026-04-11,2026-05-07,2026-05-25,434,418,121.02,Open,44.0,Blue Ridge,United States,Unknown,SKU-0085,Beauty Product 85,BEAUTY,139.02,163.57,4,Y,0.9631336405529954
5406,3,38,South Jordan,2026-04-23,2026-05-14,2026-05-16,921,912,205.96,Open,23.0,Primesource,Vietnam,Net 45,SKU-0038,Electronics Product 38,Electronics,167.11,256.88,3,N,0.990228013029316
5407,7,139,Lehi,2026-04-10,2026-05-10,2026-05-17,449,444,82.94,Closed,37.0,Summit Trading,China,Net 30,SKU-0139,Toys Product 139,TOYS,77.04,156.21,7,Unknown,0.9888641425389756
5408,6,42,South Jordan,2026-04-04,2026-04-15,2026-04-11,466,457,107.68,Closed,7.0,Evergreen Imports,Vietnam,Net 30,SKU-0042,Beauty Product 42,Beauty,106.36,169.53,6,Y,0.98068669527897
5409,2,122,South Jordan,2025-12-09,2026-01-06,,141,0,165.14,Closed,,Global Goods,United States,Net 60,SKU-0122,Electronics Product 122,ELECTRONICS,169.69,151.15,2,N,0.0
5410,4,102,Draper,2026-05-01,2026-05-21,2026-05-23,313,292,160.81,Closed,22.0,Blue Ridge,United States,Unknown,SKU-0102,Office Product 102, Office ,169.76,71.52,4,Y,0.9329073482428116
5411,5,84,Draper,2026-03-08,2026-03-20,2026-03-17,835,801,154.73,Closed,9.0,Utah Wholesale,Mexico,Net 60,SKU-0084,Pet Product 84,pet,135.14,150.28,5,Unknown,0.9592814371257484
5412,4,127,Salt Lake City,2025-12-25,2026-01-10,,22,0,53.28,Closed,,Blue Ridge,United States,Unknown,SKU-0127,Beauty Product 127,beauty,51.31,38.14,4,N,0.0
5413,6,75,Lehi,2026-03-05,2026-04-03,2026-03-31,61,40,73.5,Open,26.0,Evergreen Imports,Vietnam,Net 30,SKU-0075,Sports Product 75,sports,80.23,180.3,6,N,0.6557377049180327
5414,6,10,Draper,2026-04-30,2026-05-12,,649,0,60.8,Closed,,Evergreen Imports,Vietnam,Net 30,SKU-0010,Beauty Product 10,Beauty,71.52,144.22,6,N,0.0
5415,1,101,Salt Lake City,2026-04-06,2026-04-19,2026-04-23,650,611,205.94,Partial,17.0,Acme Supply,China,Net 60,SKU-0101,Home Product 101,home,173.83,45.81,1,Y,0.94
5416,4,36,Unknown,2025-12-18,2026-01-23,2026-01-26,181,175,87.3,Closed,39.0,Blue Ridge,United States,Unknown,SKU-0036,Pet Product 36,pet,78.83,94.39,4,Unknown,0.9668508287292816
5417,3,58,South Jordan,2026-02-12,2026-02-21,2026-02-26,700,672,97.86,Partial,14.0,Primesource,Vietnam,Net 45,SKU-0058,Electronics Product 58,ELECTRONICS,106.94,57.21,3,Y,0.96
5418,5,131,Draper,2026-02-18,2026-03-15,2026-03-22,448,398,52.0,Partial,32.0,Utah Wholesale,Mexico,Net 60,SKU-0131,Home Product 131,HOM,44.34,57.46,5,Unknown,0.8883928571428571
5419,5,84,Salt Lake City,2026-01-24,2026-02-15,2026-03-04,178,141,116.86,Open,39.0,Utah Wholesale,Mexico,Net 60,SKU-0084,Pet Product 84,pet,135.14,150.28,5,Unknown,0.7921348314606742
5420,3,38,West Valley,2025-12-29,2026-02-02,2026-02-20,95,51,160.93,Partial,53.0,Primesource,Vietnam,Net 45,SKU-0038,Electronics Product 38,Electronics,167.11,256.88,3,N,0.5368421052631579
5421,6,149,Unknown,2026-02-01,2026-03-10,2026-03-08,972,926,155.33,Open,35.0,Evergreen Imports,Vietnam,Net 30,SKU-0149,Home Product 149,HOME,140.22,258.51,6,Unknown,0.9526748971193416
5422,1,78,West Valley,2026-01-24,2026-03-02,2026-03-08,180,176,44.59,Open,43.0,Acme Supply,China,Net 60,SKU-0078,Beauty Product 78,BEAUTY,44.31,71.75,1,Y,0.9777777777777776
5423,2,9,South Jordan,2026-02-04,2026-03-07,2026-03-17,494,444,134.4,Partial,41.0,Global Goods,United States,Net 60,SKU-0009,Home Product 9,Home,120.72,235.32,2,Unknown,0.8987854251012146
5424,4,116,Draper,2026-01-05,2026-02-01,2026-02-18,452,452,190.83,Closed,44.0,Blue Ridge,United States,Unknown,SKU-0116,Home Product 116,HOM,171.4,211.7,4,N,1.0
5425,7,65,Draper,2026-03-18,2026-03-30,2026-04-04,171,156,38.15,Open,17.0,Summit Trading,China,Net 30,SKU-0065,Sports Product 65,sports,44.01,203.11,7,Y,0.912280701754386
5426,4,127,West Valley,2026-02-11,2026-03-02,2026-03-10,59,14,59.43,Partial,27.0,Blue Ridge,United States,Unknown,SKU-0127,Beauty Product 127,beauty,51.31,38.14,4,N,0.2372881355932203
5427,5,96,Draper,2026-02-26,2026-03-05,2026-03-24,864,851,169.07,Closed,26.0,Utah Wholesale,Mexico,Net 60,SKU-0096,Office Product 96,OFFICE,136.6,252.1,5,Unknown,0.9849537037037036
5428,6,86,Draper,2026-04-10,2026-05-04,2026-05-15,624,597,142.21,Open,35.0,Evergreen Imports,Vietnam,Net 30,SKU-0086,Pet Product 86,Pet,129.87,81.83,6,Y,0.9567307692307692
5429,5,117,West Valley,2026-04-21,2026-05-16,2026-06-04,487,486,114.38,Closed,44.0,Utah Wholesale,Mexico,Net 60,SKU-0117,Pet Product 117,PET,131.8,293.33,5,Y,0.997946611909651
5430,8,17,Draper,2026-04-02,2026-05-05,,956,0,52.22,Partial,,Metro Logistics,United States,Net 60,SKU-0017,Office Product 17,OFFICE,43.38,299.3,8,Y,0.0
5431,3,58,Draper,2026-03-27,2026-04-19,2026-05-04,892,850,92.55,Open,38.0,Primesource,Vietnam,Net 45,SKU-0058,Electronics Product 58,ELECTRONICS,106.94,57.21,3,Y,0.952914798206278
5432,7,66,South Jordan,2026-03-13,2026-04-05,2026-04-07,61,46,163.53,Closed,25.0,Summit Trading,China,Net 30,SKU-0066,Sports Product 66,Sports,174.21,94.55,7,N,0.7540983606557377
5433,3,1,Unknown,2026-03-22,2026-04-01,,841,0,157.86,Open,,Primesource,Vietnam,Net 45,SKU-0001,Home Product 1,Home,134.77,84.79,3,N,0.0
5434,5,107,Lehi,2025-12-06,2026-01-14,2026-02-01,833,784,93.96,Open,57.0,Utah Wholesale,Mexico,Net 60,SKU-0107,Pet Product 107, Pet ,81.23,223.34,5,Y,0.9411764705882352
5435,6,14,Salt Lake City,2026-04-08,2026-05-22,2026-06-07,585,570,72.57,Closed,60.0,Evergreen Imports,Vietnam,Net 30,SKU-0014,Electronics Product 14,ELECTRONICS,75.2,33.86,6,N,0.9743589743589745
5436,4,144,Salt Lake City,2026-02-24,2026-03-14,2026-03-15,34,13,11.3,Closed,19.0,Blue Ridge,United States,Unknown,SKU-0144,Pet Product 144,Pet,10.05,194.56,4,N,0.3823529411764705
5437,3,123,Lehi,2025-12-07,2025-12-20,2026-01-07,768,726,101.03,Partial,31.0,Primesource,Vietnam,Net 45,SKU-0123,Pet Product 123,Pet,105.98,210.64,3,N,0.9453125
5438,5,107,Lehi,2026-01-12,2026-02-15,2026-02-15,390,371,72.22,Open,34.0,Utah Wholesale,Mexico,Net 60,SKU-0107,Pet Product 107, Pet ,81.23,223.34,5,Y,0.9512820512820512
5439,8,141,Salt Lake City,2025-12-19,2025-12-30,,914,0,134.21,Closed,,Metro Logistics,United States,Net 60,SKU-0141,Office Product 141,OFF,149.36,15.33,8,N,0.0
5440,8,17,Unknown,2026-02-09,2026-02-27,2026-03-08,365,336,38.98,Open,27.0,Metro Logistics,United States,Net 60,SKU-0017,Office Product 17,OFFICE,43.38,299.3,8,Y,0.9205479452054794
5441,8,32,Draper,2026-04-04,2026-04-28,2026-05-04,827,803,88.12,Closed,30.0,Metro Logistics,United States,Net 60,SKU-0032,Pet Product 32,pet,99.37,221.16,8,N,0.9709794437726724
5442,2,140,Salt Lake City,2026-02-04,2026-02-12,,655,0,23.92,Open,,Global Goods,United States,Net 60,SKU-0140,Electronics Product 140, Electronics ,20.41,86.93,2,Unknown,0.0
5443,6,42,West Valley,2026-01-08,2026-02-05,2026-02-22,567,566,98.67,Partial,45.0,Evergreen Imports,Vietnam,Net 30,SKU-0042,Beauty Product 42,Beauty,106.36,169.53,6,Y,0.9982363315696648
5444,3,100,Draper,2026-03-22,2026-04-04,2026-04-23,851,839,128.81,Open,32.0,Primesource,Vietnam,Net 45,SKU-0100,Beauty Product 100, Beauty ,127.41,233.57,3,Y,0.9858989424206815
5445,7,124,South Jordan,2026-05-01,2026-05-12,,782,0,168.33,Open,,Summit Trading,China,Net 30,SKU-0124,Sports Product 124,Sports,178.94,48.76,7,Y,0.0
5446,3,118,South Jordan,2026-03-11,2026-04-07,2026-04-08,941,929,38.84,Open,28.0,Primesource,Vietnam,Net 45,SKU-0118,Beauty Product 118,BEAUTY,44.81,0.0,3,Y,0.9872476089266736
5447,8,147,West Valley,2026-03-02,2026-03-10,,976,0,128.32,Closed,,Metro Logistics,United States,Net 60,SKU-0147,Sports Product 147,SPO,128.45,133.41,8,N,0.0
5448,1,2,Salt Lake City,2026-02-20,2026-03-28,2026-03-26,628,591,21.39,Closed,34.0,Acme Supply,China,Net 60,SKU-0002,Home Product 2,HOM,20.21,135.25,1,Y,0.9410828025477708
5449,2,122,Salt Lake City,2026-04-07,2026-05-19,,763,0,195.93,Open,,Global Goods,United States,Net 60,SKU-0122,Electronics Product 122,ELECTRONICS,169.69,151.15,2,N,0.0
5450,2,9,Salt Lake City,2026-02-21,2026-03-15,2026-03-23,320,317,104.49,Partial,30.0,Global Goods,United States,Net 60,SKU-0009,Home Product 9,Home,120.72,235.32,2,Unknown,0.990625
5451,4,36,South Jordan,2026-02-06,2026-03-09,,307,0,77.72,Open,,Blue Ridge,United States,Unknown,SKU-0036,Pet Product 36,pet,78.83,94.39,4,Unknown,0.0
5452,8,136,Salt Lake City,2026-03-05,2026-03-16,2026-04-03,327,309,12.19,Partial,29.0,Metro Logistics,United States,Net 60,SKU-0136,Sports Product 136,SPO,12.04,230.54,8,Y,0.944954128440367
5453,2,48,Salt Lake City,2025-12-25,2026-01-09,,637,0,92.85,Partial,,Global Goods,United States,Net 60,SKU-0048,Home Product 48,Home,85.2,299.56,2,Y,0.0
5454,1,30,Draper,2025-12-26,2026-01-18,2026-01-23,929,892,39.16,Open,28.0,Acme Supply,China,Net 60,SKU-0030,Beauty Product 30,BEA,43.54,35.23,1,N,0.960172228202368
5455,7,60,Salt Lake City,2025-12-14,2026-01-07,2026-01-26,583,538,140.2,Open,43.0,Summit Trading,China,Net 30,SKU-0060,Beauty Product 60,beauty,121.71,115.8,7,Y,0.9228130360205832
5456,3,148,South Jordan,2026-04-20,2026-05-16,,693,0,98.33,Open,,Primesource,Vietnam,Net 45,SKU 0148,Beauty Product 148, Beauty ,101.47,124.32,3,Unknown,0.0
5457,1,80,Salt Lake City,2026-03-19,2026-03-31,2026-04-03,778,772,79.7,Open,15.0,Acme Supply,China,Net 60,SKU-0080,Beauty Product 80, Beauty ,91.52,84.54,1,Unknown,0.9922879177377892
5458,1,2,Salt Lake City,2025-12-29,2026-02-04,2026-02-24,389,373,20.46,Closed,57.0,Acme Supply,China,Net 60,SKU-0002,Home Product 2,HOM,20.21,135.25,1,Y,0.9588688946015425
5459,4,144,Salt Lake City,2026-02-03,2026-02-15,2026-02-15,684,644,12.23,Open,12.0,Blue Ridge,United States,Unknown,SKU-0144,Pet Product 144,Pet,10.05,194.56,4,N,0.9415204678362572
5460,6,121,South Jordan,2026-01-26,2026-02-10,2026-02-26,541,541,51.77,Open,31.0,Evergreen Imports,Vietnam,Net 30,SKU-0121,Electronics Product 121,ELECT,54.76,151.43,6,N,1.0
5461,4,70,South Jordan,2026-04-28,2026-05-17,2026-05-19,80,68,98.09,Open,21.0,Blue Ridge,United States,Unknown,SKU-0070,Office Product 70,Office,95.99,244.86,4,Y,0.85
5462,6,75,Lehi,2026-02-28,2026-03-15,2026-03-28,441,424,97.42,Closed,28.0,Evergreen Imports,Vietnam,Net 30,SKU-0075,Sports Product 75,sports,80.23,180.3,6,N,0.9614512471655328
5464,7,65,Draper,2026-01-03,2026-02-15,2026-03-02,614,606,39.52,Open,58.0,Summit Trading,China,Net 30,SKU-0065,Sports Product 65,sports,44.01,203.11,7,Y,0.986970684039088
5465,7,60,Draper,2026-02-03,2026-02-12,2026-02-28,424,407,109.93,Open,25.0,Summit Trading,China,Net 30,SKU-0060,Beauty Product 60,beauty,121.71,115.8,7,Y,0.9599056603773584
5466,3,148,West Valley,2025-12-02,2025-12-22,2026-01-08,34,21,103.03,Closed,37.0,Primesource,Vietnam,Net 45,SKU 0148,Beauty Product 148, Beauty ,101.47,124.32,3,Unknown,0.6176470588235294
5467,2,37,Unknown,2026-01-08,2026-01-22,2026-01-27,440,397,146.62,Partial,19.0,Global Goods,United States,Net 60,SKU 0037,Home Product 37, Home ,146.4,258.95,2,Y,0.9022727272727272
5468,6,114,Draper,2026-01-22,2026-02-07,2026-02-13,212,181,214.93,Closed,22.0,Evergreen Imports,Vietnam,Net 30,SKU-0114,Kitchen Product 114, Kitchen ,179.41,171.86,6,N,0.8537735849056604
5469,6,71,Salt Lake City,2026-03-23,2026-04-02,2026-04-10,494,447,156.24,Closed,18.0,Evergreen Imports,Vietnam,Net 30,SKU-0071,Office Product 71,Office,171.05,277.42,6,N,0.9048582995951416
5470,1,135,Draper,2026-02-14,2026-03-06,2026-03-10,164,137,47.02,Open,24.0,Acme Supply,China,Net 60,SKU-0135,Kitchen Product 135,KIT,48.81,41.03,1,Unknown,0.8353658536585366
5471,2,122,South Jordan,2026-04-16,2026-04-27,2026-05-03,330,318,187.97,Partial,17.0,Global Goods,United States,Net 60,SKU-0122,Electronics Product 122,ELECTRONICS,169.69,151.15,2,N,0.9636363636363636
5472,3,123,Salt Lake City,2026-03-11,2026-04-04,2026-04-06,468,419,128.44,Closed,26.0,Primesource,Vietnam,Net 45,SKU-0123,Pet Product 123,Pet,105.98,210.64,3,N,0.8952991452991453
5473,5,125,Draper,2026-03-10,2026-03-31,,584,0,75.43,Open,,Utah Wholesale,Mexico,Net 60,SKU-0125,Beauty Product 125,BEA,71.57,273.92,5,Unknown,0.0
5474,1,69,Unknown,2026-03-06,2026-04-15,2026-04-13,298,279,194.05,Closed,38.0,Acme Supply,China,Net 60,SKU-0069,Home Product 69, Home ,162.41,69.17,1,N,0.9362416107382552
5475,5,6,Lehi,2025-12-18,2026-01-30,,129,0,20.76,Partial,,Utah Wholesale,Mexico,Net 60,SKU-0006,Home Product 6, Home ,21.93,256.54,5,Unknown,0.0
5476,7,63,South Jordan,2026-04-23,2026-06-05,2026-06-16,963,930,30.34,Open,54.0,Summit Trading,China,Net 30,SKU-0063,Beauty Product 63,BEAUTY,32.86,214.86,7,Unknown,0.9657320872274144
5477,1,39,West Valley,2025-12-07,2026-01-03,2026-01-22,587,587,43.17,Closed,46.0,Acme Supply,China,Net 60,SKU-0039,Pet Product 39, Pet ,42.41,129.3,1,N,1.0
5478,5,50,Lehi,2026-01-18,2026-01-31,2026-02-18,802,765,33.26,Closed,31.0,Utah Wholesale,Mexico,Net 60,SKU-0050,Kitchen Product 50,KITCHEN,32.61,252.62,5,Y,0.9538653366583542
5479,1,103,Draper,2026-04-25,2026-06-07,2026-06-14,503,483,160.54,Open,50.0,Acme Supply,China,Net 60,SKU-0103,Sports Product 103,SPO,145.97,241.92,1,Y,0.9602385685884692
5480,3,87,South Jordan,2026-03-03,2026-04-09,2026-04-21,361,326,32.88,Open,49.0,Primesource,Vietnam,Net 45,SKU-0087,Home Product 87,home,31.4,124.17,3,N,0.9030470914127424
5481,5,20,Draper,2025-12-28,2026-02-09,2026-02-11,440,411,148.74,Closed,45.0,Utah Wholesale,Mexico,Net 60,SKU-0020,Electronics Product 20,Electronics,124.3,168.04,5,Unknown,0.9340909090909092
5482,8,137,Draper,2025-12-20,2026-01-02,2026-01-14,471,424,41.81,Closed,25.0,Metro Logistics,United States,Net 60,SKU-0137,Pet Product 137,PET,36.76,181.82,8,Y,0.9002123142250531
5483,7,56,Salt Lake City,2026-03-06,2026-03-19,2026-03-14,960,943,146.17,Open,8.0,Summit Trading,China,Net 30,SKU-0056,Sports Product 56,sports,134.72,172.23,7,Y,0.9822916666666668
5484,4,116,Lehi,2026-01-24,2026-02-05,2026-02-07,646,596,153.83,Open,14.0,Blue Ridge,United States,Unknown,SKU-0116,Home Product 116,HOM,171.4,211.7,4,N,0.9226006191950464
5485,2,138,Salt Lake City,2026-02-01,2026-02-10,2026-02-13,574,543,70.1,Closed,12.0,Global Goods,United States,Net 60,SKU-0138,Pet Product 138,PET,76.46,106.5,2,Unknown,0.945993031358885
5486,5,106,South Jordan,2026-02-24,2026-03-09,2026-03-22,254,210,71.47,Partial,26.0,Utah Wholesale,Mexico,Net 60,SKU-0106,Toys Product 106, Toys ,64.54,65.2,5,Y,0.8267716535433071
5487,6,92,Salt Lake City,2026-03-27,2026-05-08,2026-05-03,776,734,72.25,Partial,37.0,Evergreen Imports,Vietnam,Net 30,SKU-0092,Beauty Product 92,BEAUTY,81.27,23.27,6,N,0.9458762886597938
5488,5,50,Draper,2026-01-15,2026-02-01,2026-01-28,770,758,30.06,Closed,13.0,Utah Wholesale,Mexico,Net 60,SKU-0050,Kitchen Product 50,KITCHEN,32.61,252.62,5,Y,0.9844155844155844
5489,3,76,Salt Lake City,2026-03-29,2026-04-08,2026-04-10,653,607,111.38,Closed,12.0,Primesource,Vietnam,Net 45,SKU-0076,Pet Product 76, Pet ,123.23,160.68,3,N,0.9295558958652372
5490,8,94,South Jordan,2026-02-16,2026-03-22,2026-03-19,873,849,142.21,Open,31.0,Metro Logistics,United States,Net 60,SKU-0094,Electronics Product 94,Electronics,117.48,53.67,8,N,0.972508591065292
5491,4,44,Salt Lake City,2026-03-07,2026-03-16,2026-04-01,883,878,20.51,Closed,25.0,Blue Ridge,United States,Unknown,SKU-0044,Home Product 44,home,16.99,34.37,4,N,0.9943374858437146
5492,3,55,Draper,2025-12-20,2026-01-05,2026-01-13,254,237,14.37,Open,24.0,Primesource,Vietnam,Net 45,SKU-0055,Office Product 55,OFFICE,12.72,110.06,3,N,0.9330708661417324
5493,5,143,Draper,2026-04-16,2026-05-30,2026-06-12,357,319,48.93,Open,57.0,Utah Wholesale,Mexico,Net 60,SKU-0143,Pet Product 143,Pet,40.62,171.53,5,N,0.8935574229691877
5494,3,146,Lehi,2026-01-26,2026-03-02,2026-03-16,876,856,199.4,Partial,49.0,Primesource,Vietnam,Net 45,SKU-0146,Home Product 146, Home ,170.74,199.6,3,N,0.9771689497716894
5495,3,55,Salt Lake City,2025-12-07,2025-12-26,2026-01-02,811,774,13.54,Open,26.0,Primesource,Vietnam,Net 45,SKU-0055,Office Product 55,OFFICE,12.72,110.06,3,N,0.9543773119605424
5496,7,33,Unknown,2025-12-15,2026-01-05,2026-01-17,992,962,45.71,Closed,33.0,Summit Trading,China,Net 30,SKU-0033,Pet Product 33, Pet ,38.32,42.63,7,Y,0.969758064516129
5497,6,149,Draper,2026-01-05,2026-01-15,2026-01-27,916,901,132.19,Open,22.0,Evergreen Imports,Vietnam,Net 30,SKU-0149,Home Product 149,HOME,140.22,258.51,6,Unknown,0.9836244541484715
5498,5,131,Unknown,2026-04-20,2026-05-01,2026-05-13,105,100,43.7,Partial,23.0,Utah Wholesale,Mexico,Net 60,SKU-0131,Home Product 131,HOM,44.34,57.46,5,Unknown,0.9523809523809524
5499,3,67,Draper,2026-02-25,2026-04-08,2026-04-08,65,57,25.71,Closed,42.0,Primesource,Vietnam,Net 45,SKU-0067,Kitchen Product 67,Kitchen,25.18,291.56,3,Y,0.8769230769230769
5500,3,23,Unknown,2026-04-13,2026-04-29,2026-04-26,452,447,127.01,Partial,13.0,Primesource,Vietnam,Net 45,SKU-0023,Sports Product 23,SPO,111.57,58.56,3,Y,0.9889380530973452
